 (2.500000000000000000e+08+0.000000000000000000e+00j)  (-2.007786923612441821e-01+5.740990984106305595e-01j)
 (2.515515515999999940e+08+0.000000000000000000e+00j)  (-1.573997024762584240e-01+5.724185781330838330e-01j)
 (2.531031030999999940e+08+0.000000000000000000e+00j)  (-1.189319763004770963e-01+5.735843832722425928e-01j)
 (2.546546546999999881e+08+0.000000000000000000e+00j)  (-7.872775818290637939e-02+5.765007775436612469e-01j)
 (2.562062061999999881e+08+0.000000000000000000e+00j)  (-3.473890681996290308e-02+5.773606425098405381e-01j)
 (2.577577578000000119e+08+0.000000000000000000e+00j)  (1.023162545222597135e-02+5.726172228212191850e-01j)
 (2.593093093000000119e+08+0.000000000000000000e+00j)  (5.382399085488817625e-02+5.616401520157348060e-01j)
 (2.608608609000000060e+08+0.000000000000000000e+00j)  (9.203561454667813502e-02+5.479371198904682272e-01j)
 (2.624124124000000060e+08+0.000000000000000000e+00j)  (1.288031134749338391e-01+5.326540837220974378e-01j)
 (2.639639640000000000e+08+0.000000000000000000e+00j)  (1.611604623105128697e-01+5.162945229585569340e-01j)
 (2.655155155000000000e+08+0.000000000000000000e+00j)  (1.922573134143845397e-01+5.002934065251838369e-01j)
 (2.670670670999999940e+08+0.000000000000000000e+00j)  (2.197125132107256296e-01+4.853883043556260213e-01j)
 (2.686186186000000238e+08+0.000000000000000000e+00j)  (2.496130101984714855e-01+4.758235561355452781e-01j)
 (2.701701701999999881e+08+0.000000000000000000e+00j)  (2.881296465041024990e-01+4.621608807321916368e-01j)
 (2.717217216999999881e+08+0.000000000000000000e+00j)  (3.245221215116089186e-01+4.415772632604640924e-01j)
 (2.732732733000000119e+08+0.000000000000000000e+00j)  (3.605020953363972658e-01+4.186176768866935460e-01j)
 (2.748248248000000119e+08+0.000000000000000000e+00j)  (3.972587204737673128e-01+3.922950964323699830e-01j)
 (2.763763763999999762e+08+0.000000000000000000e+00j)  (4.345990000121772168e-01+3.592075583914570713e-01j)
 (2.779279278999999762e+08+0.000000000000000000e+00j)  (4.678617717488833816e-01+3.194075960937046155e-01j)
 (2.794794795000000000e+08+0.000000000000000000e+00j)  (4.974569890126214200e-01+2.722841525075082036e-01j)
 (2.810310310000000000e+08+0.000000000000000000e+00j)  (5.157330748428942124e-01+2.190873508388475333e-01j)
 (2.825825826000000238e+08+0.000000000000000000e+00j)  (5.237857973047056470e-01+1.705385933610752414e-01j)
 (2.841341341000000238e+08+0.000000000000000000e+00j)  (5.298319328551801544e-01+1.246521417994711223e-01j)
 (2.856856856999999881e+08+0.000000000000000000e+00j)  (5.326370911289785015e-01+7.937340591238756238e-02j)
 (2.872372371999999881e+08+0.000000000000000000e+00j)  (5.329770972110451366e-01+3.423029199880429918e-02j)
 (2.887887888000000119e+08+0.000000000000000000e+00j)  (5.289483169542534835e-01-1.444955699085646167e-02j)
 (2.903403403000000119e+08+0.000000000000000000e+00j)  (5.152107612697789385e-01-6.182583653752350694e-02j)
 (2.918918918999999762e+08+0.000000000000000000e+00j)  (4.954268563644130263e-01-1.020823793109615213e-01j)
 (2.934434433999999762e+08+0.000000000000000000e+00j)  (4.750999168965082675e-01-1.352869911517240176e-01j)
 (2.949949950000000000e+08+0.000000000000000000e+00j)  (4.577637162128077586e-01-1.668901379208396762e-01j)
 (2.965465465000000000e+08+0.000000000000000000e+00j)  (4.384511300621158347e-01-2.008078278007185968e-01j)
 (2.980980981000000238e+08+0.000000000000000000e+00j)  (4.138755819670112412e-01-2.346372573178346355e-01j)
 (2.996496496000000238e+08+0.000000000000000000e+00j)  (3.819871957708853016e-01-2.638584682896545353e-01j)
 (3.012012011999999881e+08+0.000000000000000000e+00j)  (3.466969091580607842e-01-2.838960367052729139e-01j)
 (3.027527528000000119e+08+0.000000000000000000e+00j)  (3.140410088505546371e-01-2.942596663483730834e-01j)
 (3.043043043000000119e+08+0.000000000000000000e+00j)  (2.909961309361740467e-01-3.015594140676742807e-01j)
 (3.058558558999999762e+08+0.000000000000000000e+00j)  (2.683077717865238743e-01-3.146655585560562129e-01j)
 (3.074074073999999762e+08+0.000000000000000000e+00j)  (2.406636249554240381e-01-3.241453881338504650e-01j)
 (3.089589590000000000e+08+0.000000000000000000e+00j)  (2.170114703823042557e-01-3.265099410462434792e-01j)
 (3.105105105000000000e+08+0.000000000000000000e+00j)  (2.004333392920553403e-01-3.308974768029019353e-01j)
 (3.120620621000000238e+08+0.000000000000000000e+00j)  (1.820025204573203492e-01-3.399558978592306935e-01j)
 (3.136136136000000238e+08+0.000000000000000000e+00j)  (1.614407158345156912e-01-3.465373473663765913e-01j)
 (3.151651651999999881e+08+0.000000000000000000e+00j)  (1.435731130794783705e-01-3.521703756771817351e-01j)
 (3.167167166999999881e+08+0.000000000000000000e+00j)  (1.247558084044531890e-01-3.604228256484227622e-01j)
 (3.182682683000000119e+08+0.000000000000000000e+00j)  (1.040898918010458168e-01-3.660833643767377188e-01j)
 (3.198198198000000119e+08+0.000000000000000000e+00j)  (8.687019390331143787e-02-3.727644314619549815e-01j)
 (3.213713713999999762e+08+0.000000000000000000e+00j)  (6.561954856718434093e-02-3.831931674373628138e-01j)
 (3.229229228999999762e+08+0.000000000000000000e+00j)  (4.133308791121634296e-02-3.911888679504065824e-01j)
 (3.244744745000000000e+08+0.000000000000000000e+00j)  (1.518262482829188520e-02-3.979411279252978439e-01j)
 (3.260260260000000000e+08+0.000000000000000000e+00j)  (-1.442002847487292190e-02-4.011651581875352313e-01j)
 (3.275775776000000238e+08+0.000000000000000000e+00j)  (-4.290149751002156342e-02-4.008325579468470790e-01j)
 (3.291291291000000238e+08+0.000000000000000000e+00j)  (-7.093260245592283852e-02-3.986044174802911289e-01j)
 (3.306806806999999881e+08+0.000000000000000000e+00j)  (-9.802599614512140513e-02-3.946194990182335660e-01j)
 (3.322322321999999881e+08+0.000000000000000000e+00j)  (-1.239017677243289400e-01-3.904256790076121031e-01j)
 (3.337837838000000119e+08+0.000000000000000000e+00j)  (-1.523472935529086580e-01-3.875470371291612204e-01j)
 (3.353353353000000119e+08+0.000000000000000000e+00j)  (-1.844863400019591537e-01-3.829077080967847047e-01j)
 (3.368868868999999762e+08+0.000000000000000000e+00j)  (-2.214922002945498292e-01-3.730153425904173536e-01j)
 (3.384384383999999762e+08+0.000000000000000000e+00j)  (-2.583860279127879744e-01-3.533060256401417409e-01j)
 (3.399899900000000000e+08+0.000000000000000000e+00j)  (-2.908842294849873222e-01-3.267486282390789643e-01j)
 (3.415415415000000000e+08+0.000000000000000000e+00j)  (-3.162536586239697023e-01-2.954206610880421580e-01j)
 (3.430930931000000238e+08+0.000000000000000000e+00j)  (-3.346850518084111270e-01-2.652815694878576935e-01j)
 (3.446446446000000238e+08+0.000000000000000000e+00j)  (-3.510894289890376663e-01-2.361934145124951756e-01j)
 (3.461961961999999881e+08+0.000000000000000000e+00j)  (-3.664160652441633137e-01-2.055184002544635236e-01j)
 (3.477477476999999881e+08+0.000000000000000000e+00j)  (-3.773526632013058935e-01-1.728903445446756670e-01j)
 (3.492992993000000119e+08+0.000000000000000000e+00j)  (-3.846745835002720604e-01-1.407368521349457169e-01j)
 (3.508508508999999762e+08+0.000000000000000000e+00j)  (-3.882688105000213774e-01-1.071193019827118148e-01j)
 (3.524024023999999762e+08+0.000000000000000000e+00j)  (-3.833171928097839354e-01-7.479612259477402825e-02j)
 (3.539539540000000000e+08+0.000000000000000000e+00j)  (-3.746190461394144910e-01-5.194008105885639104e-02j)
 (3.555055055000000000e+08+0.000000000000000000e+00j)  (-3.703822544133533734e-01-3.479282959859741203e-02j)
 (3.570570571000000238e+08+0.000000000000000000e+00j)  (-3.697510681579716518e-01-1.793714604761166911e-02j)
 (3.586086086000000238e+08+0.000000000000000000e+00j)  (-3.705457805794541981e-01+4.163568755181292912e-04j)
 (3.601601601999999881e+08+0.000000000000000000e+00j)  (-3.716800359959705480e-01+1.885319345577607386e-02j)
 (3.617117116999999881e+08+0.000000000000000000e+00j)  (-3.747920824531443262e-01+3.798952903073376380e-02j)
 (3.632632633000000119e+08+0.000000000000000000e+00j)  (-3.786644588268399114e-01+6.086507256641082025e-02j)
 (3.648148148000000119e+08+0.000000000000000000e+00j)  (-3.811785889996768262e-01+8.751100180783119575e-02j)
 (3.663663663999999762e+08+0.000000000000000000e+00j)  (-3.799238446537285818e-01+1.171603274335726169e-01j)
 (3.679179178999999762e+08+0.000000000000000000e+00j)  (-3.732777840070110043e-01+1.481025205790041932e-01j)
 (3.694694695000000000e+08+0.000000000000000000e+00j)  (-3.613489550332658617e-01+1.768121951112766599e-01j)
 (3.710210210000000000e+08+0.000000000000000000e+00j)  (-3.469408683320722719e-01+2.021802889436395967e-01j)
 (3.725725726000000238e+08+0.000000000000000000e+00j)  (-3.329684328257856429e-01+2.245893386141465387e-01j)
 (3.741241241000000238e+08+0.000000000000000000e+00j)  (-3.195463060764874852e-01+2.468939878600439619e-01j)
 (3.756756756999999881e+08+0.000000000000000000e+00j)  (-3.039390982942986597e-01+2.698168101078111669e-01j)
 (3.772272271999999881e+08+0.000000000000000000e+00j)  (-2.874666289478309822e-01+2.914809204311378799e-01j)
 (3.787787788000000119e+08+0.000000000000000000e+00j)  (-2.703217089700210018e-01+3.151115228129612866e-01j)
 (3.803303303000000119e+08+0.000000000000000000e+00j)  (-2.483425956963252190e-01+3.388446122984873909e-01j)
 (3.818818818999999762e+08+0.000000000000000000e+00j)  (-2.221924846100085948e-01+3.589373028930226139e-01j)
 (3.834334333999999762e+08+0.000000000000000000e+00j)  (-1.949333245685110905e-01+3.752079823344360854e-01j)
 (3.849849850000000000e+08+0.000000000000000000e+00j)  (-1.681906121217489891e-01+3.912603353260178940e-01j)
 (3.865365365000000000e+08+0.000000000000000000e+00j)  (-1.366521049979137203e-01+4.066617253947827915e-01j)
 (3.880880881000000238e+08+0.000000000000000000e+00j)  (-1.019431211435399554e-01+4.159112622068801834e-01j)
 (3.896396396000000238e+08+0.000000000000000000e+00j)  (-6.789756305224275978e-02+4.188541348052887692e-01j)
 (3.911911911999999881e+08+0.000000000000000000e+00j)  (-3.545379924604819682e-02+4.188979448655218429e-01j)
 (3.927427426999999881e+08+0.000000000000000000e+00j)  (-4.786512389759777983e-03+4.143008187353066085e-01j)
 (3.942942943000000119e+08+0.000000000000000000e+00j)  (2.077975368603450501e-02+4.070564015706480410e-01j)
 (3.958458458000000119e+08+0.000000000000000000e+00j)  (4.201262409448711099e-02+4.017368026600889874e-01j)
 (3.973973973999999762e+08+0.000000000000000000e+00j)  (6.374464429128655352e-02+3.993661128530360260e-01j)
 (3.989489488999999762e+08+0.000000000000000000e+00j)  (8.717174304629381199e-02+3.972387595182086395e-01j)
 (4.005005005000000000e+08+0.000000000000000000e+00j)  (1.124616905944961082e-01+3.953745537663379550e-01j)
 (4.020520521000000238e+08+0.000000000000000000e+00j)  (1.408681451135931628e-01+3.914910866926503696e-01j)
 (4.036036036000000238e+08+0.000000000000000000e+00j)  (1.714634283784140234e-01+3.831636950334689762e-01j)
 (4.051551551999999881e+08+0.000000000000000000e+00j)  (2.016899237000893685e-01+3.687605496730829713e-01j)
 (4.067067066999999881e+08+0.000000000000000000e+00j)  (2.282557417367367669e-01+3.497498625644763215e-01j)
 (4.082582583000000119e+08+0.000000000000000000e+00j)  (2.503939770239255735e-01+3.291802502036855205e-01j)
 (4.098098098000000119e+08+0.000000000000000000e+00j)  (2.685675817279370436e-01+3.076499193912067831e-01j)
 (4.113613613999999762e+08+0.000000000000000000e+00j)  (2.828513045215365063e-01+2.875673176205429948e-01j)
 (4.129129128999999762e+08+0.000000000000000000e+00j)  (2.973915962553060899e-01+2.697687245145936052e-01j)
